job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary
AI Engineer,1,Bachelor,2,Consulting,Small,Netherlands,No,1,122382
Data Scientist,1,PhD,12,Manufacturing,Large,Remote,Yes,2,139803
Data Scientist,12,Master,11,Healthcare,Large,Canada,Hybrid,2,192958
Cloud Engineer,10,High School,5,Consulting,Small,India,No,2,78831
Cloud Engineer,12,PhD,18,Telecom,Large,Remote,Hybrid,2,186975
Business Analyst,11,Diploma,2,Healthcare,Medium,India,Yes,0,66942
DevOps Engineer,17,PhD,8,Finance,Small,Australia,Hybrid,2,166905
Software Engineer,9,Diploma,3,Consulting,Small,USA,Hybrid,5,146497
DevOps Engineer,11,PhD,5,Retail,Startup,Singapore,No,1,134782
Data Scientist,13,Diploma,6,Retail,Startup,UK,Hybrid,3,135475
Cloud Engineer,3,PhD,17,Retail,Medium,Netherlands,Hybrid,3,144455
Data Analyst,5,High School,6,Education,Large,UK,No,0,97145
Data Scientist,16,High School,10,Media,Startup,USA,Hybrid,0,159149
DevOps Engineer,1,Bachelor,5,Manufacturing,Startup,USA,Yes,5,137112
Data Scientist,16,Master,15,Media,Small,India,Yes,1,108332
Product Manager,10,Bachelor,8,Telecom,Small,Australia,Hybrid,5,135245
Backend Developer,12,Master,19,Education,Large,Singapore,No,3,156463
Data Analyst,3,Master,4,Manufacturing,Large,Canada,Yes,3,132046
Data Scientist,9,Master,9,Consulting,Enterprise,USA,Yes,4,226781
Data Analyst,1,Diploma,4,Telecom,Medium,Netherlands,No,4,78654
Software Engineer,18,Bachelor,11,Manufacturing,Startup,Singapore,Hybrid,0,139567
Business Analyst,13,Master,3,Technology,Enterprise,Germany,Yes,3,155806
Data Scientist,17,Master,4,Technology,Enterprise,India,No,0,131232
Software Engineer,14,Diploma,11,Government,Startup,Canada,Yes,2,152067
Cloud Engineer,12,Bachelor,7,Telecom,Small,Singapore,Hybrid,1,131802
Cloud Engineer,9,Diploma,11,Retail,Medium,Germany,Hybrid,1,135332
Software Engineer,18,Bachelor,10,Government,Medium,Germany,No,1,163888
DevOps Engineer,15,Bachelor,4,Finance,Enterprise,Canada,Yes,0,204928
Frontend Developer,2,High School,3,Telecom,Medium,Netherlands,No,2,85133
Product Manager,18,Master,10,Technology,Medium,Netherlands,No,1,162547
Frontend Developer,9,Diploma,1,Technology,Large,Singapore,Yes,1,112731
Software Engineer,18,Diploma,13,Manufacturing,Enterprise,Australia,No,2,171691
Cloud Engineer,13,High School,18,Technology,Enterprise,Netherlands,Yes,2,179673
Cloud Engineer,15,Master,5,Telecom,Enterprise,Singapore,Hybrid,2,187405
Data Analyst,1,Master,12,Media,Small,Sweden,No,2,92696
Cloud Engineer,10,PhD,17,Government,Small,Singapore,Yes,2,154048
Machine Learning Engineer,15,Master,17,Finance,Medium,Singapore,Hybrid,0,170170
Business Analyst,5,Diploma,6,Finance,Small,Remote,No,5,89367
Data Analyst,10,PhD,1,Finance,Startup,Australia,Yes,3,107231
Backend Developer,9,Bachelor,4,Retail,Startup,Germany,No,2,114630
Software Engineer,14,Diploma,14,Healthcare,Large,Remote,Hybrid,1,152741
AI Engineer,10,High School,17,Media,Medium,Australia,Hybrid,3,149775
Backend Developer,11,Bachelor,4,Manufacturing,Enterprise,Germany,No,4,156727
Business Analyst,4,Diploma,5,Retail,Startup,Canada,Hybrid,3,94459
Product Manager,8,Bachelor,17,Finance,Startup,Remote,Hybrid,1,121033
Frontend Developer,5,PhD,5,Healthcare,Enterprise,Singapore,Yes,4,153835
Frontend Developer,13,Bachelor,10,Consulting,Large,Singapore,No,3,133655
DevOps Engineer,18,High School,15,Education,Enterprise,Sweden,Yes,2,180143
AI Engineer,7,Diploma,4,Education,Startup,Netherlands,Hybrid,1,127044
Data Analyst,7,Diploma,3,Healthcare,Large,UK,No,5,112915
Data Analyst,1,Master,12,Manufacturing,Large,Canada,Yes,4,139351
DevOps Engineer,9,PhD,8,Consulting,Large,Remote,Hybrid,3,170424
Cybersecurity Analyst,12,Master,2,Education,Medium,Canada,Yes,4,171307
Business Analyst,5,Diploma,11,Healthcare,Enterprise,Australia,Yes,0,101680
Cloud Engineer,20,Master,19,Finance,Enterprise,Netherlands,Hybrid,2,211544
Machine Learning Engineer,20,High School,17,Retail,Startup,Remote,Hybrid,1,146870
Product Manager,15,Master,11,Government,Small,UK,Hybrid,5,184974
Business Analyst,17,Master,1,Healthcare,Enterprise,Netherlands,Hybrid,4,153170
Product Manager,17,Master,3,Finance,Startup,Germany,Hybrid,2,163258
Business Analyst,17,Master,16,Retail,Large,Germany,No,3,169386
Frontend Developer,5,Master,5,Finance,Small,UK,No,1,122633
Backend Developer,17,Bachelor,19,Retail,Large,UK,Yes,5,197340
DevOps Engineer,17,Bachelor,2,Education,Enterprise,Australia,No,3,172738
Machine Learning Engineer,11,Diploma,7,Healthcare,Startup,Germany,No,4,135198
Cybersecurity Analyst,6,PhD,7,Retail,Startup,UK,Yes,5,164100
Frontend Developer,3,Diploma,7,Manufacturing,Medium,Germany,No,1,101233
Product Manager,17,Master,19,Government,Small,UK,No,4,202550
Business Analyst,5,Diploma,7,Manufacturing,Enterprise,Singapore,Hybrid,1,100862
DevOps Engineer,6,Master,4,Retail,Large,Singapore,No,2,131262
Data Analyst,1,Master,13,Media,Startup,Singapore,No,0,85219
Business Analyst,19,Master,4,Manufacturing,Small,Netherlands,Yes,3,141781
Business Analyst,1,Bachelor,17,Retail,Medium,Singapore,No,5,92009
Data Scientist,7,High School,5,Consulting,Small,Netherlands,Hybrid,1,101002
Software Engineer,18,Bachelor,6,Manufacturing,Large,Singapore,No,0,155226
Software Engineer,11,PhD,17,Technology,Enterprise,Australia,Yes,4,191248
Data Scientist,8,Diploma,7,Retail,Large,UK,Hybrid,5,159755
AI Engineer,15,PhD,13,Telecom,Startup,USA,Yes,5,232662
Data Scientist,11,High School,8,Media,Large,Remote,No,2,134407
Cybersecurity Analyst,16,Diploma,17,Consulting,Medium,Remote,Yes,0,151959
Data Analyst,9,Master,14,Manufacturing,Large,India,Hybrid,1,100632
Data Analyst,16,Master,5,Government,Medium,Canada,No,1,155544
Backend Developer,6,PhD,9,Retail,Large,India,No,1,99039
Data Analyst,4,Diploma,15,Finance,Medium,Netherlands,Hybrid,5,89778
DevOps Engineer,10,PhD,3,Government,Enterprise,UK,Hybrid,1,209156
Machine Learning Engineer,9,Diploma,9,Retail,Large,Remote,Yes,2,160957
AI Engineer,20,Bachelor,8,Consulting,Small,Germany,Hybrid,5,185469
Cloud Engineer,0,Master,3,Telecom,Startup,Canada,Hybrid,0,120860
Product Manager,4,High School,16,Finance,Enterprise,USA,No,0,184387
Business Analyst,15,Master,14,Government,Enterprise,Netherlands,Yes,1,165855
Frontend Developer,18,PhD,11,Retail,Medium,Australia,Yes,1,168577
Software Engineer,14,PhD,5,Education,Large,USA,Yes,3,230762
Machine Learning Engineer,2,Diploma,10,Finance,Enterprise,Australia,Yes,1,154155
Cloud Engineer,8,Diploma,10,Consulting,Medium,Sweden,Yes,1,130573
AI Engineer,16,High School,8,Government,Startup,Singapore,Yes,2,142067
Software Engineer,20,High School,8,Education,Enterprise,Australia,Hybrid,5,171583
Machine Learning Engineer,18,High School,17,Consulting,Startup,UK,No,1,170650
Backend Developer,5,Master,19,Education,Startup,Canada,Hybrid,5,142995
Machine Learning Engineer,15,Bachelor,9,Consulting,Enterprise,Canada,Yes,3,235447
Business Analyst,9,Master,15,Education,Startup,Remote,Hybrid,2,108264
Cybersecurity Analyst,6,High School,7,Retail,Medium,USA,Yes,2,151138
Machine Learning Engineer,8,Diploma,10,Retail,Large,Netherlands,No,1,147537
Data Analyst,10,Bachelor,14,Government,Startup,Singapore,Hybrid,3,101239
Machine Learning Engineer,15,Bachelor,12,Telecom,Large,Australia,Hybrid,2,177435
Business Analyst,17,Bachelor,16,Consulting,Large,Netherlands,Hybrid,3,148974
Frontend Developer,18,Bachelor,13,Education,Small,USA,Hybrid,4,179645
Cybersecurity Analyst,1,Bachelor,1,Manufacturing,Enterprise,Sweden,Hybrid,5,128848
Backend Developer,2,Bachelor,8,Telecom,Medium,Canada,Yes,5,140491
DevOps Engineer,9,Bachelor,13,Technology,Enterprise,Singapore,Hybrid,4,168771
AI Engineer,18,Master,4,Education,Startup,UK,No,5,193439
Frontend Developer,15,PhD,16,Healthcare,Small,India,Hybrid,0,111279
Business Analyst,4,Bachelor,13,Consulting,Enterprise,USA,Yes,0,151048
Data Analyst,15,Master,18,Government,Medium,UK,Yes,3,151536
Machine Learning Engineer,20,High School,16,Government,Medium,USA,Yes,2,214795
Data Analyst,11,Bachelor,12,Telecom,Startup,Australia,Yes,0,102009
Frontend Developer,1,Diploma,14,Technology,Enterprise,India,No,4,81807
Data Analyst,0,Diploma,8,Government,Enterprise,India,Hybrid,4,73327
DevOps Engineer,18,High School,10,Telecom,Enterprise,Netherlands,Yes,1,175474
Cybersecurity Analyst,14,PhD,2,Healthcare,Startup,Singapore,Hybrid,0,136394
Software Engineer,6,Bachelor,19,Telecom,Enterprise,USA,Yes,2,203290
Software Engineer,15,High School,12,Media,Enterprise,Netherlands,Hybrid,0,150630
Cybersecurity Analyst,18,PhD,12,Telecom,Small,Remote,No,4,162860
Data Scientist,17,High School,16,Technology,Enterprise,Sweden,Hybrid,2,179210
Cybersecurity Analyst,2,High School,1,Healthcare,Small,Canada,Hybrid,5,117337
AI Engineer,5,PhD,4,Finance,Small,India,Yes,3,99130
Cybersecurity Analyst,8,High School,15,Media,Startup,Netherlands,Yes,1,114473
AI Engineer,3,PhD,16,Consulting,Medium,India,Hybrid,2,121579
Machine Learning Engineer,12,High School,11,Telecom,Enterprise,India,Hybrid,1,113286
AI Engineer,20,Bachelor,9,Education,Enterprise,Remote,Yes,4,228119
Machine Learning Engineer,1,PhD,14,Manufacturing,Medium,Remote,Hybrid,1,140177
Machine Learning Engineer,10,PhD,11,Education,Enterprise,UK,No,4,237231
Frontend Developer,8,Bachelor,8,Media,Small,Sweden,Yes,0,110093
Cybersecurity Analyst,3,Diploma,6,Technology,Large,Remote,Hybrid,5,123513
Software Engineer,1,High School,10,Finance,Startup,India,Yes,3,68075
DevOps Engineer,11,Diploma,3,Technology,Medium,India,Yes,4,84186
Machine Learning Engineer,12,Bachelor,15,Education,Medium,Singapore,Hybrid,0,154624
Cloud Engineer,3,Bachelor,7,Healthcare,Medium,Remote,No,3,123301
Data Scientist,10,Diploma,17,Healthcare,Medium,Germany,No,2,136845
Software Engineer,16,Diploma,14,Healthcare,Startup,Sweden,Hybrid,0,119029
Machine Learning Engineer,16,Master,4,Manufacturing,Startup,Netherlands,Yes,4,161471
Data Scientist,16,Master,10,Healthcare,Small,Sweden,Yes,0,151076
Frontend Developer,14,Bachelor,13,Healthcare,Startup,Canada,Hybrid,3,144163
Business Analyst,15,Diploma,2,Healthcare,Startup,Remote,Hybrid,3,96122
AI Engineer,15,PhD,18,Technology,Medium,Canada,Yes,5,252128
Product Manager,17,High School,19,Government,Large,Canada,Hybrid,2,211293
Software Engineer,15,PhD,7,Government,Medium,Remote,No,3,169832
Cloud Engineer,2,PhD,15,Media,Startup,Germany,Hybrid,2,141263
Data Scientist,4,High School,5,Media,Small,Canada,No,0,111506
Cybersecurity Analyst,7,Diploma,3,Government,Medium,Australia,Yes,5,120891
DevOps Engineer,12,Master,5,Manufacturing,Large,Remote,No,2,160663
DevOps Engineer,1,Master,9,Retail,Startup,Germany,Yes,2,128295
Backend Developer,8,High School,8,Finance,Medium,UK,No,5,121864
Software Engineer,13,Diploma,1,Technology,Medium,Singapore,No,5,121050
Machine Learning Engineer,16,Diploma,8,Media,Large,UK,Hybrid,3,201927
AI Engineer,1,High School,17,Media,Enterprise,Canada,Yes,5,202134
Product Manager,2,PhD,5,Government,Medium,Sweden,No,4,140355
Backend Developer,16,Diploma,10,Government,Enterprise,India,No,4,120443
Frontend Developer,9,Diploma,6,Manufacturing,Medium,India,Hybrid,4,74320
DevOps Engineer,15,Diploma,10,Education,Enterprise,UK,Hybrid,0,199436
Product Manager,4,Master,14,Consulting,Enterprise,Canada,No,0,204304
Cloud Engineer,0,PhD,17,Manufacturing,Small,Singapore,Yes,4,141897
DevOps Engineer,14,Master,11,Retail,Small,Australia,Hybrid,2,149051
Data Analyst,6,Master,11,Manufacturing,Small,USA,Yes,1,126839
AI Engineer,17,Bachelor,10,Manufacturing,Startup,India,Yes,2,101010
Machine Learning Engineer,10,Diploma,19,Retail,Small,Remote,Yes,1,151096
Cybersecurity Analyst,3,High School,11,Retail,Enterprise,Remote,Yes,5,137910
Backend Developer,11,PhD,11,Education,Small,Remote,No,2,134248
Frontend Developer,19,Master,11,Education,Large,Remote,Yes,2,166850
Backend Developer,8,Master,18,Telecom,Large,Netherlands,Yes,2,153923
AI Engineer,7,Diploma,10,Healthcare,Small,Singapore,Yes,1,144501
Machine Learning Engineer,6,Diploma,9,Finance,Large,USA,Hybrid,1,175376
Cloud Engineer,14,High School,11,Technology,Startup,Netherlands,Yes,1,126956
Data Scientist,18,High School,15,Technology,Small,USA,No,1,183605
Product Manager,15,High School,1,Government,Small,UK,Yes,4,148757
Cloud Engineer,0,PhD,10,Finance,Startup,UK,No,2,144510
DevOps Engineer,8,PhD,16,Government,Startup,Singapore,Hybrid,0,137988
Data Analyst,3,PhD,2,Media,Enterprise,India,Hybrid,5,91013
Software Engineer,11,PhD,18,Consulting,Small,India,No,4,106032
Data Analyst,2,Master,6,Technology,Startup,Remote,Hybrid,3,77022
Machine Learning Engineer,0,Master,19,Technology,Medium,Singapore,Hybrid,2,138867
Data Scientist,11,Bachelor,19,Retail,Large,India,Hybrid,3,110252
Frontend Developer,10,Diploma,15,Telecom,Enterprise,Australia,Hybrid,2,134001
Software Engineer,8,Master,13,Government,Large,Netherlands,Yes,0,152027
Cloud Engineer,16,Master,17,Healthcare,Small,India,Hybrid,5,110609
AI Engineer,7,High School,12,Government,Medium,Canada,No,3,166883
Cloud Engineer,19,High School,4,Finance,Large,Singapore,No,5,165630
Product Manager,15,PhD,16,Consulting,Medium,India,No,2,124487
Product Manager,13,Master,8,Finance,Medium,Remote,Hybrid,4,162175
Cloud Engineer,15,Diploma,16,Manufacturing,Medium,India,Yes,3,107775
Software Engineer,18,PhD,1,Media,Startup,Netherlands,No,4,140905
AI Engineer,10,Bachelor,6,Technology,Large,UK,No,2,191942
Software Engineer,7,Bachelor,7,Manufacturing,Medium,Canada,Yes,1,140485
Business Analyst,5,PhD,2,Consulting,Large,Netherlands,No,0,117408
Backend Developer,3,Diploma,15,Healthcare,Small,India,Hybrid,3,78544
Software Engineer,4,High School,12,Finance,Small,Netherlands,No,5,108162
Product Manager,18,PhD,4,Education,Enterprise,Sweden,Yes,5,225085
Data Scientist,15,High School,4,Consulting,Large,Remote,Hybrid,5,147429
Product Manager,3,PhD,5,Retail,Large,Sweden,No,4,157342
Software Engineer,1,High School,12,Retail,Enterprise,Australia,Yes,5,133758
Machine Learning Engineer,15,PhD,4,Government,Small,USA,Yes,0,210824
Business Analyst,0,High School,6,Consulting,Small,Netherlands,Hybrid,3,65193
Data Scientist,19,Bachelor,18,Finance,Small,Canada,Yes,1,186742
Backend Developer,7,Diploma,3,Education,Medium,Canada,Yes,1,129913
AI Engineer,9,Master,5,Technology,Large,Australia,Hybrid,2,178452
Cloud Engineer,9,PhD,18,Healthcare,Large,USA,Yes,1,232053
AI Engineer,1,High School,2,Government,Large,Remote,No,2,132342
Cloud Engineer,20,PhD,19,Media,Enterprise,Remote,No,0,228851
Data Analyst,6,Bachelor,19,Consulting,Enterprise,Remote,No,2,126917
Machine Learning Engineer,18,Diploma,7,Consulting,Startup,Australia,Yes,4,155162
Machine Learning Engineer,2,Bachelor,8,Finance,Medium,Singapore,Yes,2,126272
Cybersecurity Analyst,14,PhD,18,Education,Enterprise,Netherlands,Hybrid,4,208859
Machine Learning Engineer,9,Master,7,Technology,Large,Netherlands,Yes,2,170285
Data Analyst,7,Master,8,Telecom,Large,Sweden,Yes,3,127748
Backend Developer,11,High School,3,Education,Large,Australia,Hybrid,2,121327
Business Analyst,15,Bachelor,9,Retail,Small,Remote,Yes,0,114920
Business Analyst,4,Diploma,11,Telecom,Small,Germany,No,3,92659
Data Scientist,2,PhD,8,Manufacturing,Medium,Canada,Yes,1,161834
Machine Learning Engineer,10,Master,2,Media,Medium,Singapore,Hybrid,1,158646
Machine Learning Engineer,16,High School,5,Technology,Medium,Canada,No,5,177316
Backend Developer,19,Master,3,Technology,Small,Singapore,Hybrid,4,153381
Backend Developer,8,Bachelor,12,Retail,Small,Sweden,Hybrid,4,119942
Product Manager,12,High School,11,Manufacturing,Medium,USA,Yes,0,174060
Product Manager,19,PhD,13,Finance,Enterprise,Remote,Yes,3,233635
Machine Learning Engineer,11,Master,17,Healthcare,Medium,Remote,Hybrid,0,155667
AI Engineer,19,Bachelor,11,Retail,Small,Netherlands,No,1,167364
Product Manager,2,Master,2,Healthcare,Enterprise,Canada,Yes,2,185708
Business Analyst,12,Diploma,4,Manufacturing,Medium,Australia,No,1,107286
Product Manager,9,PhD,3,Media,Large,Sweden,Yes,1,169888
AI Engineer,0,Master,14,Education,Small,UK,No,0,148680
DevOps Engineer,19,PhD,5,Technology,Large,USA,Hybrid,3,250703
Frontend Developer,9,High School,15,Government,Small,Canada,No,1,124441
Software Engineer,13,Master,7,Healthcare,Small,Remote,Yes,5,144966
Software Engineer,0,Master,15,Healthcare,Startup,Sweden,Hybrid,4,105009
Business Analyst,0,Bachelor,6,Education,Startup,UK,No,3,77073
Data Scientist,6,Master,16,Technology,Large,Netherlands,No,1,160511
Data Scientist,8,High School,10,Technology,Medium,Germany,Yes,1,137790
AI Engineer,6,PhD,11,Education,Large,Singapore,Yes,2,184139
Machine Learning Engineer,16,Master,3,Technology,Large,Canada,Yes,1,224570
Cloud Engineer,20,High School,14,Healthcare,Large,Remote,Hybrid,5,174523
Business Analyst,14,PhD,4,Consulting,Enterprise,Netherlands,No,5,168842
Data Analyst,9,High School,19,Technology,Enterprise,Germany,No,3,129377
Machine Learning Engineer,4,High School,6,Government,Medium,Remote,Hybrid,3,121980
Cloud Engineer,16,Diploma,3,Government,Startup,Germany,No,2,135690
Software Engineer,15,Bachelor,16,Education,Startup,India,Yes,5,98397
Backend Developer,3,PhD,1,Education,Small,Netherlands,Hybrid,4,111567
Frontend Developer,19,High School,11,Education,Small,India,Hybrid,0,92585
Cybersecurity Analyst,19,PhD,13,Education,Large,Canada,No,2,230906
Backend Developer,0,Bachelor,10,Telecom,Small,Australia,Hybrid,5,92998
Backend Developer,2,PhD,11,Retail,Large,India,Yes,1,97321
Data Analyst,17,High School,10,Manufacturing,Startup,Remote,Hybrid,0,99357
AI Engineer,7,Diploma,14,Manufacturing,Startup,India,Yes,0,93291
Cybersecurity Analyst,11,High School,7,Healthcare,Startup,Germany,Yes,1,120437
AI Engineer,13,Master,10,Retail,Large,Germany,No,3,216108
Cloud Engineer,9,Master,17,Retail,Small,India,Yes,2,105939
Product Manager,17,High School,17,Manufacturing,Medium,Singapore,Hybrid,1,149051
Business Analyst,12,Bachelor,14,Government,Small,UK,No,5,133968
AI Engineer,3,PhD,8,Consulting,Large,USA,No,2,228610
Cloud Engineer,10,Master,16,Finance,Enterprise,India,Hybrid,4,123423
DevOps Engineer,18,High School,13,Technology,Large,USA,Yes,5,219594
DevOps Engineer,10,PhD,6,Healthcare,Startup,India,Yes,5,99442
Backend Developer,20,PhD,1,Telecom,Enterprise,Remote,Hybrid,0,192988
Software Engineer,8,PhD,16,Manufacturing,Medium,UK,Yes,2,174803
Data Scientist,17,High School,13,Consulting,Large,India,Hybrid,1,107546
Frontend Developer,15,High School,6,Finance,Small,Singapore,No,0,118572
Cloud Engineer,5,High School,17,Media,Enterprise,USA,No,5,191453
Business Analyst,6,Master,8,Media,Large,Canada,No,1,143879
Product Manager,12,PhD,15,Education,Startup,Australia,Hybrid,0,143802
DevOps Engineer,12,Diploma,18,Consulting,Startup,Sweden,Yes,2,130244
Backend Developer,12,High School,12,Manufacturing,Small,Remote,Yes,3,117150
Machine Learning Engineer,3,Bachelor,2,Telecom,Small,India,Hybrid,2,87925
Data Analyst,17,PhD,7,Education,Startup,USA,Yes,5,177561
Business Analyst,7,High School,14,Government,Small,USA,Yes,1,122813
Cloud Engineer,8,PhD,1,Education,Startup,Australia,Yes,0,127751
Business Analyst,0,High School,9,Education,Medium,Remote,No,3,84200
Backend Developer,1,Master,3,Media,Large,Netherlands,Yes,2,114295
DevOps Engineer,3,Diploma,12,Government,Medium,Sweden,No,5,125916
Cloud Engineer,19,Diploma,12,Telecom,Small,Canada,Yes,1,188118
Business Analyst,9,High School,15,Manufacturing,Enterprise,USA,Yes,1,156833
Product Manager,16,Bachelor,19,Manufacturing,Small,Australia,Yes,1,161828
Backend Developer,12,Bachelor,10,Consulting,Small,Remote,No,2,124833
Data Analyst,5,PhD,5,Retail,Enterprise,UK,No,3,161547
Business Analyst,6,High School,11,Media,Startup,Sweden,No,5,88468
Backend Developer,9,Master,18,Finance,Small,Australia,No,4,133838
Frontend Developer,3,Bachelor,2,Retail,Startup,Sweden,Hybrid,2,76824
Frontend Developer,9,Bachelor,1,Finance,Medium,Canada,Yes,4,148433
Business Analyst,2,PhD,19,Finance,Enterprise,Germany,Yes,4,154705
Backend Developer,17,High School,2,Telecom,Large,Sweden,Hybrid,2,139723
Machine Learning Engineer,15,Diploma,5,Telecom,Startup,UK,Hybrid,0,145618
Cybersecurity Analyst,12,PhD,3,Manufacturing,Large,Australia,Yes,3,164875
Cybersecurity Analyst,0,Bachelor,6,Consulting,Medium,Australia,Hybrid,3,100171
Software Engineer,16,High School,8,Consulting,Enterprise,Sweden,Hybrid,0,157286
Backend Developer,13,PhD,4,Technology,Small,Netherlands,Hybrid,4,133592
Backend Developer,17,Master,16,Telecom,Enterprise,Canada,Hybrid,4,230713
Product Manager,16,Bachelor,14,Technology,Medium,Remote,Hybrid,4,170770
Business Analyst,19,PhD,18,Consulting,Medium,USA,Hybrid,4,207028
Frontend Developer,8,Diploma,12,Finance,Medium,Australia,Yes,4,113474
Frontend Developer,8,Master,1,Telecom,Large,Germany,No,5,146436
Cloud Engineer,2,High School,7,Healthcare,Large,Canada,Yes,1,140437
Cloud Engineer,11,Bachelor,15,Consulting,Enterprise,India,No,0,127205
DevOps Engineer,14,Diploma,13,Retail,Small,India,No,0,90209
Machine Learning Engineer,0,Bachelor,19,Education,Startup,Singapore,No,5,115645
Backend Developer,6,Bachelor,6,Manufacturing,Startup,Australia,Yes,1,104126
Machine Learning Engineer,1,High School,17,Healthcare,Medium,Germany,Hybrid,0,123268
Backend Developer,20,Bachelor,14,Retail,Startup,India,Yes,1,102058
Machine Learning Engineer,16,Bachelor,8,Manufacturing,Medium,Singapore,Yes,2,163034
Machine Learning Engineer,11,High School,17,Manufacturing,Small,Singapore,Yes,1,139317
Business Analyst,4,Master,7,Consulting,Large,Germany,Yes,4,149014
AI Engineer,9,Master,7,Consulting,Startup,Australia,No,5,154086
Machine Learning Engineer,10,High School,10,Consulting,Enterprise,Australia,No,2,163805
Backend Developer,9,PhD,2,Media,Enterprise,USA,Hybrid,0,201263
DevOps Engineer,5,Master,11,Media,Large,USA,Hybrid,4,188353
Software Engineer,0,High School,4,Media,Startup,Singapore,Hybrid,2,80966
Business Analyst,8,Bachelor,12,Healthcare,Startup,USA,No,3,124985
AI Engineer,10,PhD,3,Finance,Medium,Remote,Hybrid,1,167688
Business Analyst,8,Master,14,Healthcare,Large,UK,No,4,147758
Product Manager,15,High School,19,Consulting,Startup,India,Yes,1,107376
Data Scientist,0,PhD,13,Telecom,Medium,Canada,Yes,0,152183
Backend Developer,4,Bachelor,16,Manufacturing,Large,Singapore,No,4,123841
Business Analyst,8,Diploma,3,Manufacturing,Startup,India,Hybrid,3,64817
Business Analyst,1,PhD,1,Telecom,Medium,UK,Yes,0,119430
Frontend Developer,0,High School,6,Technology,Startup,Germany,Hybrid,3,75838
Cloud Engineer,19,High School,17,Manufacturing,Medium,Netherlands,Yes,0,153762
Cloud Engineer,20,Diploma,4,Retail,Medium,Germany,Yes,1,169303
AI Engineer,6,Bachelor,8,Healthcare,Small,Canada,Hybrid,0,163772
Business Analyst,17,Diploma,6,Media,Large,UK,No,2,152561
Business Analyst,13,Diploma,4,Government,Enterprise,USA,No,5,161489
Product Manager,3,High School,4,Telecom,Large,Sweden,Hybrid,2,112998
DevOps Engineer,2,PhD,2,Manufacturing,Small,Canada,Hybrid,4,139777
Cloud Engineer,4,PhD,6,Healthcare,Startup,Netherlands,No,5,113782
Backend Developer,8,High School,10,Technology,Startup,Netherlands,Hybrid,2,99752
Machine Learning Engineer,10,PhD,18,Retail,Medium,Germany,Yes,2,195918
DevOps Engineer,11,Master,3,Retail,Large,Australia,No,1,163645
Software Engineer,6,High School,17,Education,Startup,Singapore,Yes,1,110434
Cybersecurity Analyst,1,Master,8,Government,Small,Australia,Hybrid,4,114517
Data Analyst,9,High School,10,Telecom,Large,USA,Yes,3,137789
Frontend Developer,19,Bachelor,3,Consulting,Startup,Australia,No,4,134739
Data Analyst,6,Bachelor,2,Technology,Medium,Netherlands,Yes,2,92943
Data Analyst,13,Bachelor,8,Healthcare,Medium,Remote,Yes,1,113093
Business Analyst,11,Diploma,9,Retail,Large,Australia,No,2,111547
Software Engineer,12,High School,4,Media,Enterprise,Germany,Hybrid,3,151599
Product Manager,2,PhD,8,Media,Enterprise,Australia,No,4,165220
Product Manager,16,PhD,3,Retail,Medium,Australia,Hybrid,1,170969
DevOps Engineer,16,Diploma,14,Manufacturing,Small,UK,No,3,161434
Machine Learning Engineer,17,Master,1,Education,Small,USA,Yes,4,216775
Product Manager,12,Bachelor,3,Government,Startup,Canada,No,5,164267
Data Scientist,14,PhD,12,Consulting,Large,Germany,Hybrid,0,196007
Cybersecurity Analyst,10,Diploma,18,Consulting,Large,Netherlands,Yes,4,160247
AI Engineer,7,Master,15,Education,Large,Australia,No,0,176983
Data Analyst,7,Bachelor,8,Consulting,Enterprise,India,Hybrid,2,84923
Backend Developer,17,Bachelor,16,Media,Enterprise,USA,No,3,228345
Business Analyst,2,Bachelor,19,Technology,Large,Australia,No,1,103665
Machine Learning Engineer,0,Bachelor,19,Manufacturing,Small,USA,Yes,3,156886
Cloud Engineer,6,Bachelor,9,Finance,Small,UK,Hybrid,1,128034
Cybersecurity Analyst,11,Master,8,Media,Enterprise,USA,Yes,5,237378
Product Manager,19,Bachelor,12,Finance,Medium,Remote,Hybrid,5,162265
Data Analyst,11,Diploma,9,Healthcare,Enterprise,Sweden,Yes,1,128464
Machine Learning Engineer,14,PhD,18,Finance,Enterprise,Netherlands,Hybrid,1,223765
Frontend Developer,6,Bachelor,10,Healthcare,Startup,Australia,Yes,5,107457
Frontend Developer,12,Diploma,9,Retail,Small,Australia,No,4,117545
Product Manager,14,Master,15,Telecom,Medium,Australia,No,2,160642
Machine Learning Engineer,7,PhD,10,Government,Enterprise,Australia,No,1,193196
AI Engineer,0,Bachelor,18,Education,Medium,Australia,No,2,139884
Business Analyst,11,PhD,14,Finance,Startup,Germany,No,3,143671
Cloud Engineer,8,Bachelor,9,Consulting,Small,Sweden,Yes,3,133604
Data Scientist,0,Master,13,Government,Small,Singapore,Hybrid,3,113540
Backend Developer,14,High School,4,Technology,Startup,UK,Yes,0,128181
Data Analyst,14,Bachelor,11,Manufacturing,Large,Germany,No,3,136787
AI Engineer,1,Bachelor,14,Telecom,Medium,India,Yes,3,103145
Frontend Developer,7,High School,7,Finance,Medium,India,Hybrid,3,68960
Data Analyst,13,PhD,5,Education,Enterprise,Remote,Yes,4,169821
Backend Developer,15,PhD,5,Media,Small,Australia,Hybrid,5,138457
